id_cliente,Churn,cliente.genero,cliente.idoso,cliente.parceiro,cliente.dependentes,cliente.tempo_servico,telefone.servico_telefone,telefone.varias_linhas,internet.servico_internet,internet.seguranca_online,internet.backup_online,internet.protecao_dispositivo,internet.suporte_tecnico,internet.tv_streaming,internet.filmes_streaming,conta.contrato,conta.faturamente_eletronico,conta.metodo_pagamento,conta.cobranca.mensal,conta.cobranca.Total 
9069-LGEUL,nao,masculino,0,sim,nao,23.0,sim,nao,DSL,sim,nao,nao,nao,nao,sim,mes a mes,sim,transferencia bancaria (automatica),59.95,1406.0
9070-BCKQP,nao,feminino,0,sim,nao,72.0,sim,sim,fibra otica,sim,nao,sim,sim,sim,sim,dois anos,sim,cartao de credito (automatico),110.15,7881.2
9073-ZZIAY,nao,masculino,0,sim,sim,62.0,sim,nao,DSL,sim,sim,sim,sim,sim,sim,dois anos,nao,cheque eletronico,86.1,5215.25
9074-KGVOX,nao,masculino,0,sim,sim,50.0,nao,sem servico de telefone,DSL,sim,nao,nao,nao,sim,nao,mes a mes,sim,cartao de credito (automatico),39.45,2021.35
9076-AXYIK,nao,masculino,1,sim,nao,64.0,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,dois anos,nao,cheque eletronico,102.1,6538.45
9079-LWTFD,nao,masculino,0,nao,nao,47.0,sim,sim,fibra otica,sim,sim,nao,sim,sim,nao,mes a mes,nao,cheque pelo correio,100.75,4669.2
9079-YEXQJ,sim,feminino,0,nao,nao,54.0,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,mes a mes,nao,cheque eletronico,111.1,6014.85
9081-WWXKP,nao,feminino,0,sim,sim,47.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),20.25,873.4
9084-OAYKL,nao,masculino,0,nao,nao,58.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,20.8,1212.25
9086-YJYXS,nao,masculino,0,sim,sim,34.0,sim,sim,DSL,nao,nao,sim,nao,sim,sim,um ano,nao,transferencia bancaria (automatica),77.2,2753.8
9087-EYCPR,nao,feminino,0,nao,nao,60.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,25.0,1505.05
9089-UOWJG,nao,feminino,0,sim,sim,12.0,sim,nao,DSL,nao,nao,sim,nao,sim,nao,mes a mes,sim,cartao de credito (automatico),58.35,740.55
9090-SGQXL,sim,masculino,1,sim,nao,68.0,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,105.3,7299.65
9091-WTUUY,nao,masculino,0,sim,sim,64.0,sim,nao,DSL,sim,nao,sim,sim,sim,nao,dois anos,nao,cheque pelo correio,69.25,4447.75
9092-GDZKO,nao,masculino,0,nao,nao,22.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,cartao de credito (automatico),24.85,493.4
9093-FPDLG,nao,feminino,0,nao,nao,11.0,sim,nao,fibra otica,nao,sim,sim,sim,nao,sim,mes a mes,sim,cheque eletronico,94.2,999.9
9094-AZPHK,nao,feminino,0,nao,nao,15.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,100.15,1415.0
9095-HFAFX,sim,feminino,0,nao,nao,5.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cartao de credito (automatico),81.0,389.6
9097-ZUBYC,nao,masculino,0,sim,nao,14.0,sim,nao,DSL,nao,nao,nao,sim,nao,nao,mes a mes,nao,transferencia bancaria (automatica),48.8,664.4
9099-FTUHS,nao,feminino,0,nao,nao,23.0,sim,sim,DSL,sim,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,54.4,1249.25
9101-BWFSS,sim,feminino,0,sim,nao,50.0,sim,sim,fibra otica,sim,sim,nao,sim,sim,sim,um ano,nao,cheque eletronico,108.55,5610.7
9101-NTIXF,nao,masculino,0,nao,nao,2.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,19.4,50.6
9102-IAYHT,sim,feminino,0,sim,sim,17.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,85.45,1451.6
9102-OXKFY,nao,masculino,0,nao,nao,59.0,sim,sim,DSL,nao,nao,sim,nao,nao,nao,dois anos,nao,cartao de credito (automatico),54.15,3116.15
9103-CXVOK,nao,masculino,0,sim,sim,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque eletronico,19.75,19.75
9103-TCIHJ,sim,feminino,0,nao,nao,15.0,sim,sim,DSL,sim,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,55.7,899.8
9107-UKCKY,nao,masculino,0,sim,nao,61.0,sim,sim,DSL,nao,sim,sim,nao,sim,sim,um ano,sim,cheque eletronico,79.8,4914.8
9108-EJFJP,nao,feminino,0,sim,nao,1.0,sim,nao,DSL,sim,sim,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,53.55,53.55
9108-EQPNQ,nao,feminino,0,sim,sim,10.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),26.1,225.55
9110-HSGTV,nao,feminino,0,nao,nao,69.0,sim,nao,DSL,sim,nao,sim,sim,sim,sim,dois anos,sim,cartao de credito (automatico),82.45,5555.3
9112-WSNPU,nao,feminino,1,nao,nao,35.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,70.55,2419.0
9114-AAFQH,nao,feminino,0,sim,nao,48.0,sim,nao,DSL,nao,sim,sim,nao,nao,sim,um ano,sim,cheque eletronico,65.65,3094.65
9114-DPSIA,nao,masculino,0,sim,sim,72.0,sim,sim,DSL,sim,sim,sim,sim,nao,sim,dois anos,nao,cartao de credito (automatico),81.0,5750.0
9114-VEPUF,nao,masculino,0,sim,nao,62.0,sim,sim,fibra otica,sim,sim,nao,nao,nao,sim,um ano,nao,cheque eletronico,96.1,6001.45
9115-YQHGA,nao,masculino,0,nao,nao,40.0,sim,nao,DSL,nao,nao,nao,sim,nao,nao,mes a mes,sim,cheque eletronico,51.1,2092.9
9117-SHLZX,sim,masculino,0,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,45.7,45.7
9121-PHQSR,nao,masculino,1,sim,nao,16.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cartao de credito (automatico),85.05,1391.15
9122-umROB,nao,masculino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.3,20.3
9124-LHCJQ,sim,feminino,0,nao,nao,1.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mes a mes,sim,cheque pelo correio,85.45,85.45
9127-FHJBZ,nao,masculino,0,sim,sim,72.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,dois anos,sim,cheque eletronico,114.0,8093.15
9127-QRZMH,nao,masculino,0,sim,nao,44.0,sim,nao,DSL,sim,sim,nao,sim,nao,nao,um ano,sim,transferencia bancaria (automatica),59.85,2603.95
9128-CPXKI,nao,feminino,0,nao,nao,59.0,sim,nao,fibra otica,nao,nao,sim,nao,sim,sim,dois anos,nao,cheque eletronico,95.8,5655.45
9129-UXERG,nao,feminino,1,nao,nao,18.0,sim,sim,fibra otica,nao,sim,nao,sim,sim,sim,mes a mes,sim,cartao de credito (automatico),103.6,1806.35
9133-AYJZG,nao,feminino,0,nao,nao,23.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mes a mes,sim,cartao de credito (automatico),98.7,2249.1
9134-CEQMF,sim,masculino,1,sim,nao,7.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,89.5,676.7
9134-WYRVP,nao,masculino,0,nao,nao,51.0,sim,nao,fibra otica,sim,nao,nao,nao,sim,nao,um ano,nao,cheque pelo correio,86.35,4267.15
9135-HSWOC,nao,masculino,0,sim,sim,64.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,transferencia bancaria (automatica),19.7,1274.05
9135-MGVPY,nao,masculino,0,sim,nao,69.0,sim,nao,DSL,sim,sim,sim,sim,sim,sim,dois anos,sim,cheque pelo correio,84.7,5878.9
9136-ALYBR,sim,masculino,0,nao,nao,1.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,24.45,24.45
9137-NOQKA,nao,masculino,1,nao,nao,2.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque eletronico,19.2,37.2
9137-UIYPG,nao,feminino,0,sim,sim,35.0,sim,nao,fibra otica,sim,nao,sim,sim,sim,sim,mes a mes,sim,cheque eletronico,106.9,3756.45
9138-EFSMO,nao,masculino,0,sim,sim,26.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,sim,um ano,nao,transferencia bancaria (automatica),78.95,2034.25
9139-TWBAS,nao,feminino,0,sim,nao,26.0,nao,sem servico de telefone,DSL,sim,sim,sim,nao,sim,nao,um ano,nao,transferencia bancaria (automatica),47.85,1190.5
9139-WQQDY,sim,feminino,0,sim,sim,49.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,um ano,nao,cheque pelo correio,100.45,4941.8
9140-CZQZZ,nao,feminino,0,sim,nao,68.0,sim,nao,DSL,sim,sim,nao,sim,sim,sim,dois anos,sim,transferencia bancaria (automatica),79.6,5515.8
9142-KZXOP,nao,masculino,0,nao,nao,44.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,nao,cartao de credito (automatico),68.85,2958.95
9142-XMYJH,nao,feminino,0,nao,nao,29.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cartao de credito (automatico),19.35,601.6
9143-CANJF,nao,feminino,0,sim,sim,24.0,sim,nao,DSL,sim,nao,nao,sim,nao,nao,mes a mes,nao,cheque eletronico,55.15,1319.85
9146-JRIOX,nao,feminino,0,sim,sim,14.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,25.55,372.45
9150-HEPMB,nao,masculino,0,nao,nao,56.0,sim,nao,DSL,sim,nao,sim,nao,nao,nao,um ano,nao,cheque pelo correio,52.7,3019.7
9150-KPBJQ,nao,feminino,0,nao,nao,6.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),19.65,116.85
9152-AMKAK,nao,masculino,0,nao,nao,6.0,sim,nao,DSL,sim,nao,sim,sim,sim,sim,dois anos,sim,cheque pelo correio,80.25,493.4
9153-BTBVV,nao,feminino,0,sim,nao,71.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),25.0,1753.0
9154-QDGTH,nao,masculino,0,sim,sim,43.0,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,um ano,sim,cartao de credito (automatico),104.3,4451.85
9158-VCTQB,sim,feminino,0,sim,nao,41.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,mes a mes,sim,transferencia bancaria (automatica),113.6,4594.95
9163-GHAYE,nao,feminino,0,nao,nao,15.0,sim,nao,DSL,nao,sim,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,48.85,736.8
9167-APMXZ,nao,feminino,0,nao,nao,22.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,transferencia bancaria (automatica),84.15,1821.95
9168-INPSZ,nao,feminino,1,sim,nao,44.0,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,mes a mes,nao,cheque eletronico,104.15,4495.65
9169-BSVIN,nao,masculino,0,nao,nao,12.0,sim,sim,DSL,nao,nao,sim,nao,sim,sim,mes a mes,nao,transferencia bancaria (automatica),74.75,827.05
9170-ARBTB,nao,feminino,0,sim,sim,52.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cartao de credito (automatico),19.6,1012.4
9170-CCKOU,sim,masculino,0,sim,nao,17.0,sim,sim,fibra otica,sim,sim,sim,nao,nao,nao,mes a mes,nao,cartao de credito (automatico),90.2,1454.15
9170-GYZJC,sim,feminino,0,sim,sim,41.0,sim,sim,DSL,sim,sim,sim,sim,nao,sim,mes a mes,nao,cartao de credito (automatico),79.9,3326.2
9172-ANCRX,sim,feminino,0,nao,nao,10.0,sim,sim,fibra otica,sim,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,98.7,973.25
9172-JITSM,sim,feminino,0,sim,sim,26.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,90.8,2361.8
9173-IVZVP,nao,feminino,0,sim,sim,53.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,20.9,1146.05
9174-FKWZE,sim,feminino,1,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,cheque eletronico,19.45,19.45
9174-IHETN,nao,feminino,0,nao,sim,50.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,dois anos,nao,cartao de credito (automatico),70.35,3533.6
9178-JHUVJ,nao,masculino,0,sim,sim,24.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,transferencia bancaria (automatica),24.1,587.4
9184-GALIL,nao,feminino,0,sim,sim,38.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.45,781.25
9185-TQCVP,sim,masculino,0,sim,nao,14.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,85.15,1139.2
9189-JWSHV,sim,feminino,1,sim,nao,24.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,93.55,2264.05
9190-MFJLN,sim,masculino,1,nao,nao,19.0,sim,nao,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,sim,cartao de credito (automatico),95.9,1777.9
9191-MYQKX,sim,feminino,0,sim,nao,7.0,sim,nao,fibra otica,nao,nao,sim,nao,nao,nao,mes a mes,sim,transferencia bancaria (automatica),75.15,496.9
9194-GFVOI,nao,feminino,0,sim,nao,42.0,sim,sim,DSL,sim,nao,sim,sim,sim,sim,dois anos,nao,cartao de credito (automatico),84.35,3571.6
9199-PWQVC,nao,feminino,0,sim,nao,63.0,sim,sim,DSL,sim,sim,nao,nao,sim,sim,um ano,sim,cartao de credito (automatico),79.7,4786.15
9200-NLNPD,nao,masculino,0,sim,nao,56.0,nao,sem servico de telefone,DSL,nao,nao,sim,sim,sim,sim,um ano,sim,transferencia bancaria (automatica),54.05,2959.8
9206-GVPEQ,sim,masculino,0,sim,nao,13.0,nao,sem servico de telefone,DSL,sim,nao,nao,sim,sim,sim,mes a mes,sim,cheque eletronico,54.45,706.85
9207-ZPANB,nao,masculino,0,nao,nao,37.0,sim,sim,DSL,sim,sim,sim,sim,nao,nao,um ano,nao,cheque eletronico,67.45,2443.3
9208-OLGAQ,nao,feminino,1,nao,nao,18.0,sim,nao,fibra otica,nao,nao,sim,nao,nao,sim,mes a mes,sim,cheque eletronico,84.95,1443.65
9209-NWPGU,nao,masculino,0,nao,nao,44.0,sim,nao,DSL,sim,nao,nao,sim,sim,nao,um ano,nao,cheque eletronico,65.4,2774.55
9210-IAHGH,sim,feminino,0,nao,nao,7.0,sim,nao,DSL,nao,nao,nao,sim,sim,sim,mes a mes,sim,cartao de credito (automatico),70.75,450.8
9214-EKVXR,nao,feminino,0,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,44.0,44.0
9220-CXRSC,nao,feminino,0,sim,sim,69.0,sim,sim,DSL,sim,nao,nao,sim,nao,nao,dois anos,nao,cartao de credito (automatico),61.4,4059.85
9220-ZNKJI,nao,feminino,1,sim,nao,55.0,sim,nao,fibra otica,nao,nao,sim,sim,sim,nao,dois anos,nao,cartao de credito (automatico),88.8,4805.3
9221-OTIVJ,sim,feminino,1,nao,nao,14.0,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,104.85,1531.4
9223-UCPVT,sim,feminino,0,nao,nao,1.0,sim,nao,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,nao,cheque eletronico,94.4,94.4
9224-VTYID,nao,masculino,0,sim,sim,47.0,sim,sim,DSL,sim,sim,sim,sim,sim,sim,dois anos,sim,cheque pelo correio,90.5,4318.35
9225-BZLNZ,nao,masculino,0,sim,nao,72.0,sim,sim,DSL,sim,sim,sim,nao,sim,sim,dois anos,sim,cheque eletronico,85.25,6083.1
9227-LUNBG,sim,feminino,0,nao,nao,1.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,24.6,24.6
9227-UAQFT,nao,masculino,0,nao,nao,16.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,19.75,284.35
9227-YBAXE,nao,feminino,0,sim,sim,65.0,sim,sim,DSL,sim,sim,nao,sim,sim,sim,dois anos,sim,transferencia bancaria (automatica),82.5,5215.1
9229-RQABD,nao,masculino,0,nao,nao,18.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cheque pelo correio,23.75,424.5
9231-ZJYAM,sim,feminino,1,nao,nao,4.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,78.85,292.8
9233-PSYHO,nao,feminino,1,nao,nao,45.0,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,um ano,sim,transferencia bancaria (automatica),100.15,4459.8
9236-NDUCW,nao,feminino,0,nao,nao,21.0,nao,sem servico de telefone,DSL,sim,nao,nao,sim,nao,nao,dois anos,nao,cheque pelo correio,35.1,770.4
9237-HQITU,sim,feminino,0,nao,nao,2.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,70.7,151.65
9239-GZHZE,nao,feminino,0,sim,nao,72.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,dois anos,sim,cartao de credito (automatico),113.65,8124.2
9239-ZBZZV,sim,feminino,0,nao,nao,6.0,nao,sem servico de telefone,DSL,nao,nao,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,47.95,305.1
9242-TKFSV,nao,masculino,0,sim,sim,72.0,nao,sem servico de telefone,DSL,sim,sim,sim,sim,sim,sim,dois anos,sim,cartao de credito (automatico),65.1,4754.3
9244-ZVAPM,nao,masculino,0,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque pelo correio,45.6,45.6
9248-OJYKK,sim,masculino,1,nao,nao,1.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,76.45,76.45
9249-FXSCK,sim,feminino,0,nao,nao,52.0,sim,sim,fibra otica,sim,sim,nao,sim,sim,sim,um ano,sim,cartao de credito (automatico),111.25,5916.45
9250-WYPLL,sim,feminino,0,nao,nao,5.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,75.55,413.65
9251-AWQGT,nao,feminino,0,sim,sim,48.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,20.0,935.9
9251-WNSOD,nao,feminino,0,sim,nao,67.0,sim,sim,DSL,sim,sim,sim,nao,nao,sim,um ano,nao,cheque pelo correio,75.1,5064.45
9253-QXKBE,sim,masculino,1,sim,nao,29.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,94.45,2653.65
9253-VIFJQ,nao,masculino,0,sim,nao,65.0,sim,sim,DSL,sim,sim,sim,nao,nao,nao,um ano,nao,cartao de credito (automatico),67.05,4309.55
9254-RBFON,sim,feminino,0,sim,sim,17.0,sim,nao,fibra otica,nao,nao,sim,sim,sim,sim,um ano,nao,transferencia bancaria (automatica),98.6,1704.95
9256-JTBNZ,nao,feminino,0,nao,nao,11.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,transferencia bancaria (automatica),20.3,246.3
9257-AZMTZ,nao,feminino,0,sim,sim,52.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),20.1,1078.75
9258-CNWAC,nao,feminino,0,sim,sim,71.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,dois anos,nao,cartao de credito (automatico),113.65,8166.8
9259-PACGQ,sim,feminino,0,sim,nao,34.0,sim,sim,DSL,sim,sim,nao,sim,nao,nao,mes a mes,nao,cheque eletronico,62.65,2274.9
9261-WDCAF,nao,masculino,0,nao,nao,3.0,sim,nao,DSL,nao,nao,nao,nao,nao,sim,mes a mes,nao,cheque pelo correio,54.65,189.1
9269-CQOOL,sim,masculino,0,nao,sim,3.0,sim,nao,DSL,nao,nao,nao,nao,sim,nao,mes a mes,sim,cartao de credito (automatico),54.7,169.45
9272-LSVYH,nao,masculino,0,nao,nao,10.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque pelo correio,70.15,735.5
9274-CNFMO,sim,masculino,1,sim,nao,4.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,74.95,308.7
9274-UARKJ,nao,feminino,0,nao,nao,15.0,sim,nao,fibra otica,nao,sim,nao,nao,sim,nao,mes a mes,sim,transferencia bancaria (automatica),83.2,1130.0
9277-JOOMO,nao,feminino,0,nao,nao,3.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,24.6,86.35
9278-VZKCD,nao,feminino,1,sim,nao,52.0,sim,sim,fibra otica,sim,sim,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,109.1,5647.95
9279-CJEOJ,nao,feminino,1,nao,nao,21.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,transferencia bancaria (automatica),95.4,2025.1
9281-CEDRU,nao,feminino,0,sim,nao,68.0,sim,nao,DSL,nao,sim,nao,sim,sim,nao,dois anos,nao,transferencia bancaria (automatica),64.1,4326.25
9281-OFDMF,nao,masculino,1,nao,nao,39.0,sim,sim,fibra otica,nao,sim,nao,nao,nao,sim,mes a mes,nao,cheque eletronico,90.7,3413.25
9281-PKKZE,nao,feminino,0,sim,nao,46.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,43.95,2007.85
9282-IZGQK,sim,feminino,0,nao,nao,1.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,85.0,85.0
9283-LZQOH,sim,masculino,0,sim,sim,13.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cartao de credito (automatico),74.4,896.75
9286-BHDQG,nao,masculino,0,sim,sim,72.0,nao,sem servico de telefone,DSL,sim,sim,sim,sim,nao,nao,dois anos,nao,cartao de credito (automatico),45.25,3139.8
9286-DOJGF,sim,feminino,1,sim,nao,38.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,transferencia bancaria (automatica),74.95,2869.85
9289-LBQVU,nao,masculino,0,sim,nao,64.0,sim,sim,DSL,nao,sim,nao,sim,nao,sim,um ano,sim,cheque pelo correio,70.15,4480.7
9290-SHCMB,nao,feminino,1,nao,nao,13.0,sim,nao,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,96.85,1235.55
9294-TDIPC,nao,masculino,0,nao,sim,5.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.2,83.75
9297-EONCV,nao,feminino,0,nao,nao,72.0,sim,sim,DSL,sim,sim,sim,sim,sim,sim,dois anos,sim,transferencia bancaria (automatica),91.35,6697.2
9297-FVVDH,nao,feminino,0,sim,sim,57.0,sim,sim,DSL,sim,nao,sim,sim,sim,sim,dois anos,sim,cheque eletronico,84.5,4845.4
9298-WGMRW,nao,feminino,0,sim,nao,72.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,dois anos,sim,transferencia bancaria (automatica),115.5,8312.75
9300-AGZNL,sim,masculino,1,nao,nao,1.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,94.0,94.0
9300-RENDD,sim,masculino,0,nao,nao,1.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,79.95,79.95
9305-CDSKC,sim,feminino,0,nao,nao,8.0,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,99.65,820.5
9306-CPCBC,sim,feminino,0,nao,nao,3.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,74.25,210.3
9308-ANMVE,nao,masculino,0,nao,sim,47.0,sim,nao,DSL,sim,sim,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,55.3,2654.05
9309-BZGNT,nao,masculino,1,sim,nao,69.0,nao,sem servico de telefone,DSL,nao,nao,sim,nao,nao,nao,um ano,sim,cartao de credito (automatico),29.8,2134.3
9313-CDOGY,nao,masculino,0,sim,sim,38.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque eletronico,19.6,717.3
9313-QOLTZ,nao,masculino,0,nao,nao,26.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.9,518.3
9314-IJWSQ,nao,feminino,0,sim,sim,14.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,84.8,1203.9
9314-QDMDW,nao,masculino,0,nao,nao,11.0,sim,nao,DSL,nao,sim,nao,nao,sim,nao,um ano,sim,cheque eletronico,61.25,729.95
9317-WZPGV,sim,feminino,1,nao,nao,2.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,sim,mes a mes,sim,transferencia bancaria (automatica),79.75,159.4
